Participant ID,Video Name,Timestamp,X,Y,Width,Height
Participant01,Video01,20240718_141420625740,1055,656,88,88
Participant01,Video01,20240718_141420625774,822,673,75,75
Participant01,Video01,20240718_141420625783,873,682,67,67
Participant01,Video01,20240718_141420836928,1050,650,96,96
Participant01,Video01,20240718_141420836971,827,673,73,73
Participant01,Video01,20240718_141421047035,1050,650,91,91
Participant01,Video01,20240718_141421047094,829,670,73,73
Participant01,Video01,20240718_141421229452,826,649,86,86
Participant01,Video01,20240718_141421229485,1061,644,84,84
Participant01,Video01,20240718_141421229494,891,678,50,50
Participant01,Video01,20240718_141421388373,1070,643,77,77
Participant01,Video01,20240718_141421388402,839,639,87,87
Participant01,Video01,20240718_141421562386,1087,638,70,70
Participant01,Video01,20240718_141421562421,857,623,88,88
Participant01,Video01,20240718_141421726073,952,576,37,37
Participant01,Video01,20240718_141421726103,1094,635,70,70
Participant01,Video01,20240718_141421726122,874,618,86,86
Participant01,Video01,20240718_141421901973,875,618,89,89
Participant01,Video01,20240718_141421902003,1095,637,68,68
Participant01,Video01,20240718_141422066089,1090,636,72,72
Participant01,Video01,20240718_141422066171,871,619,89,89
Participant01,Video01,20240718_141422392867,1098,642,64,64
Participant01,Video01,20240718_141422392895,871,628,80,80
Participant01,Video01,20240718_141422565182,879,632,81,81
Participant01,Video01,20240718_141422729290,947,592,36,36
Participant01,Video01,20240718_141422729315,867,624,90,90
Participant01,Video01,20240718_141422729328,1094,631,82,82
Participant01,Video01,20240718_141422729336,1067,648,63,63
Participant01,Video01,20240718_141422901718,949,593,34,34
Participant01,Video01,20240718_141422901744,866,629,84,84
Participant01,Video01,20240718_141422901754,1088,631,85,85
Participant01,Video01,20240718_141423228064,900,710,38,38
Participant01,Video01,20240718_141423228100,1052,662,101,101
Participant01,Video01,20240718_141423391505,1047,727,50,50
Participant01,Video01,20240718_141423391537,1058,712,74,74
Participant01,Video01,20240718_141423753536,1067,766,40,40
Participant01,Video01,20240718_141424357815,1085,771,47,47
